AAE,ARE,EAE,WMRD,method,model_param_bytes,n_keys,seconds,sketch_memory_bytes,stage,sum_gt,sum_pred
1.3294419134396356,1.1285737088757728,0.6968928194397748,0.37960892719216227,UCL-ML,,3512,2.217,145235,ALL_GT,10000.0,14599.0
1.4828060522696012,1.2907530781155265,0.09380252494749897,0.599388379204893,UCL-ML,,1454,0.023,,L1_all,2526.0,4668.0
1.4828060522696012,1.2907530781155265,0.09380252494749897,0.599388379204893,UCL-ML,,1454,0.022,,L2_hot16_top256,2526.0,4668.0
1.4828060522696012,1.2907530781155265,0.09380252494749897,0.599388379204893,UCL-ML,,1454,0.022,,L3_hot24_top512,2526.0,4668.0
0.7388038288678737,0.3802252966346005,0.07005870014677207,0.46882119420576807,HISR,1613262868,1454,957.328,,L1_all,2526.0,2056.645923223374
0.7525654503145288,0.39522859967054763,0.0790994553488602,0.47746367607218754,HISR,1613262868,1454,957.264,,L2_hot16_top256,2526.0,2057.5116663068993
0.771553124196724,0.41167003410050823,0.08402361486435694,0.4893317337177947,HISR,1613262868,1454,957.271,,L3_hot24_top512,2526.0,2059.184917637156
0.1853107468305598,0.1380139432820874,0.015070424759594303,0.0648003997637539,HISR+HF,1613262868,3512,956.788,145235,ALL_GT,10000.0,10086.645923223376
